text,label
my phone keeps fucking freezing @apple,0
When you can't hear people through your headphones thank you @Apple for the headphones and @god,0
I've been considering suing @apple for putting that shitty U2 album on my phone,0
@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,0
"Apple goes to trial over $1 billion digital music lawsuit in California $AAPL #aapl ",0
RT @unstanningzarry: my phone keeps fucking freezing @apple,0
RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,0
"#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...",0
@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,0
.@Apple faces $1B lawsuit over iPod allegations: ,0
@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,0
Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.,0
"Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL #aapl ",0
"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple",0
@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything,0
RT @Elmetifi: #AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,0
Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.,0
@apple really needs to do something about these bullshit cords,0
@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back ,0
"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",0
"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice",0
@apple I hate the microphone shit on the imessage please take it the fuck off,0
#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl ,0
"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! ",0
"Dear @Apple.  Kindly fuck off with your .m4a format.  Regards, Music Listeners Everywhere.",0
@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple,0
@sometimesboring also wtf @apple i dont even live in kirkby,0
There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.,0
Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple,0
.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads,0
Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,0
Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] ,0
.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,0
"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL #aapl ",0
Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,0
what the hell is this 5gbs of 'other' data on my phone @Apple?????????,0
#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...,0
".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: ",0
@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown ,0
@TIME: Steve Jobs to testify in @Apple trial from beyond the grave ,0
2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.,0
Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign,0
Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,0
Chinese smartphone maker claims #Apple copied iPhone 6 design - ,0
RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,0
#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? ,0
"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?",0
IM SICK OF YOUR FUCKING SHIT @apple,0
I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,0
@apple get cha shit together and fix my phone !!!,0
@iirwanks ICK YO @apple Autocorrect RUSE,0
Ok I muted the groupchat but I still get notifications uhm @apple what the hell,0
@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,0
"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...",0
It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone,0
"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",0
@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.,0
my dad called now my musics arent playing jesus christ @apple problematic,0
fuck you fuck you so much i hate you @apple,0
L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation ,0
well imessage doesn't work thanks @apple,0
Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,0
@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,0
Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,0
"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me.",0
I am feeling creatively stifled by the current emoji selection @apple,0
@apple fuck you bitches my phones abrick and stuck on the apple logo,0
"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl ",0
One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox,0
iMessage isn't working thanks @apple,0
No at typo changing my words. Get it together @apple,0
"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged",0
fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple,0
"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.",0
@apple I am beginning to think your products are crap,0
my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple,0
You need to send me my IPhone before I cancel @tmobile @apple,0
This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one,0
FUCK @apple,0
Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson,0
DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple ,0
"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple",0
s/o @apple for this really great charger that works so well! #not,0
Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - ,0
@apple get your shit together with group chats on ios8,0
"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown",0
"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT   IM HOLDING YOU RESPONSIBLE @apple",0
. @apple why is my computer so slow,0
RT @mkschuster: . @apple why is my computer so slow,0
"Really need tap-to-tweet back, @apple",0
"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch  ",0
@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.,0
@Apple there isn't a puke emoji I'm pissed fix it fat,0
I have 170 pictures and my storage is full @apple get it together,0
RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together,0
Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... ,0
That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource,0
APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple,0
Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,0
why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary,0
god dammit fuck you @apple,0
RT @yungbaaz: god dammit fuck you @apple,0
@Apple do something you cunt @BarackObama,0
fuck you @apple @iphone,0
I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,0
@apple fuck you,0
"hey @apple can I catch a fucking maverick of a wave on an iPhone? didn't think so. #SurfsUpSamsung",0
"Dear @Apple, please fix your AWDL issues.. ",0
@Apple What english is this? What do you mean? ,0
Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: ,0
@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging,0
yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,0
@FaZeNikan @Apple Wrong @ Homie,0
@FaZeNikan @Apple haha switch to @Android,0
RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,0
@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.,0
"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh",0
still can't merge multiple apple-id's @apple #fail ,0
@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%,0
Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar,0
why is there no black heart emoji @apple,0
". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting ",0
I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right,0
WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple ,0
.@apple why do your computers like to crash on dead week before finals?,0
@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,0
@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?,0
I'm going to press the play button!! Wait no I'm not :( @apple fix your apps ,0
It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,0
@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,0
'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia,0
"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl ",0
@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful,0
How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER,0
#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl ,0
@Apple Stop liking man.,0
YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,0
"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple ",0
GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS,0
@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM ,0
tell ur update to stop capitalizing everything @apple,0
@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.,0
@briannaUrie @Apple Their autocorrect is so shit too,0
"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",0
@SaifBinS3eed @Apple get the cloud to butt extension on your web browser,0
CNBCTV:  #Chromecast beats #AppleTV #aapl ,0
@jokigenki @Apple I think it's like 2011? Can't look right now.,0
"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person",0
@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,0
They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,0
@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now,0
@umo_games @Apple yeah no AppleCare here haha.,0
Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion ,0
Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,0
"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was å£400 :(",0
"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten",0
"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) ",0
Can't believe @Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for å£500 to repair.,0
Hey @apple are you even thinking about fixing your wifi issues? #YosemiteProblems,0
.@Samsungtweets adds some heavyhitting #digitalhealth partners to rival @Apple via @mobihealthnews ,0
"If you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs",0
// when i have gone through 6 iphone chargers in the past montht hank s @apple,0
RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion ,0
Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!,0
you know why Mac users were so happy to get TurdBolt? because @apple eschewed eSATA since its inception. nut kicks to DEAD Steve.,0
"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?",0
@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow ,0
Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,0
@Shagale @apple why'd you do this to us?!,0
@HeadxCreeps @Apple fuck you apple,0
This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles,0
Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!,0
"The iPhone 6 May Have A Longer Upgrade Cycle - If So, Expect Unit Sales To Fall $AAPL #aapl ",0
waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. @apple why do you hate me so?,0
"last month ip cable this month earpiece, give me a break @apple",0
"More Evidence That Apple, Inc. Needs to Refresh Apple TV ",0
@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit,0
#AAPL:Apple back in court with $1 billion on the line...,0
Julian Robertson Still Bullish On Apple Inc. ,0
Why did @apple send me a new computer today and it is broken... #whyamihavingtomakegeniusbarappointmentsalready,0
"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! @Apple",0
RT @SaifBinS3eed: This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles,0
Hey @Apple I think u need a new product: iPster,0
@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an,0
My phone died on 23% @apple what the fuck is this,0
"Note to @apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful.",0
"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes",0
my phone dropped and this happened?? @apple you wanna help me out ,0
RT @ColtonObrian: My phone died on 23% @apple what the fuck is this,0
Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???,0
@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!,0
@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to @Apple.,0
.@tim_cook That rage when dealing @Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1,0
@Apple help! My Mac memory has been cleared and now it's asking for a password? It's not the old one and I can't get on it!,0
@RedXPower @ChristmasCount @Apple apples are meant to be healthy,0
@RedXPower @ChristmasCount @Apple but these phones make people fat lol,0
#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple,0
BLOCK TRADE detected in #AAPL,0
"@BedBathBeyond you're selling this lightning cord, doesn't work. #AccessoryMayNotBeSupported @apple what's the deal? ",0
@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?,0
Another lawsuit against @Apple - this one is about #iPod antitrust tactics in #iTunes ,0
@Apple to Pay $24 Million for Infringing on Ancient Pager #Patents ,0
@apple why can't i fnd netbot on app store !? help ASAP,0
Wow. Yall needa step it up @Apple RT @heynyla: Music and snapchat at the same damn time. Thank you #Note4,0
You should be able to leave FaceTime video messages @apple,0
@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.,0
Why can't I hide the gray controller on the DVD player? What heck? @apple ,0
"@pdbogen Yeah, it's not for everyone. I sold my soul to @Apple a while ago. Thanks for the link!",0
@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down,0
@apple @verizon where the fuck is my phone it shouldn't take this long.,0
@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.,0
"Shockingly, iMessage on the desktop is fucked up again. Great work, @apple. Seriously, on point with network services as only you can do.",0
"@Apple - What if I don't want my money going to Africa to fight AIDS?  We have problems here we need to fight.  #apple #africa @cnn #cnn",0
my laptop battery went straight from 60% to 3% @apple,0
"Last yearI bought 'Superman' and 'Superman Returns' from @iTunes, now they aren't available for me to stream, and @apple has no real answer.",0
I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.,0
THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple,0
if i fail poli sci because of this fucking laptop i'm suing @apple,0
Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple,0
Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask,0
you just did too much you asshole. @apple get your shit together.,0
So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.,0
"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) ",0
.@google Trumps @Apple In Streaming Media Sales ,0
Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services ,0
"dear @apple,   why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.",0
@apple please get yourself together! I need my products to work!,0
"dear @apple,  now it's MY fault that your POS Macbook airquotes PRO does not have fast ports. drop the PRO in the future. #toycomputer",0
"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card",0
"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple",0
#Apple admits it deleted songs purchased through competing stores from iPods ... - ,0
@UNLVgirl @Apple gotta switch to that Android life #Galaxy,0
"Not happy @Apple have caused this to happen through a #osx system update, still on Mavericks @jetbrains ",0
@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.,0
@PaulYarns @beatsbydre @BeatsSupport @Apple I agree about apple. Their customer service is based on condescending employees treating,0
Is there anything more maddening than notifications re-appearing with app upgrade? @Apple,0
@Apple your chargers SUCK,0
more* fuck you @iphone @apple,0
#AAPL:Apple Inc. (AAPL) Falls For Week Because Of Monday Morning Drop...,0
My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple,0
